epd,posnum,complexity,move,top,score,depth,pv
qrnkbbnr/pppppppp/8/8/8/8/PPPPPPPP/QRNKBBNR w HBhb -,491,110,f2f3,3,36,24,f2f3 f7f6 e2e4 e7e5 d2d4 e5d4 g1e2
qrnkbbnr/pppppppp/8/8/8/8/PPPPPPPP/QRNKBBNR w HBhb -,491,110,d2d3,4,34,24,d2d3 a7a5 e2e4 f7f6 b2b4 a5b4 e1b4
qrnkbbnr/pppppppp/8/8/8/8/PPPPPPPP/QRNKBBNR w HBhb -,491,110,a2a4,5,29,24,a2a4 b7b6 b2b4 f7f6 d2d4 e7e6 e2e3
qrnkbnrb/pppppppp/8/8/8/8/PPPPPPPP/QRNKBNRB w GBgb -,492,2387,d2d3,1,30,25,d2d3 d7d6 e1c3 e7e5 f2f4 e5f4 g2g3
qrnkbnrb/pppppppp/8/8/8/8/PPPPPPPP/QRNKBNRB w GBgb -,492,2387,d2d4,2,23,25,d2d4 g7g6 e1c3 b7b5 g2g3 d7d5 a2a3
qrnkbnrb/pppppppp/8/8/8/8/PPPPPPPP/QRNKBNRB w GBgb -,492,2387,g2g3,3,19,25,g2g3 g7g6 d2d3 d7d6 e1c3 h8c3 b2c3
qrnkbnrb/pppppppp/8/8/8/8/PPPPPPPP/QRNKBNRB w GBgb -,492,2387,a2a4,4,19,25,a2a4 g7g6 g2g3 d7d6 d2d3 e7e5 e2e4
qrnkbnrb/pppppppp/8/8/8/8/PPPPPPPP/QRNKBNRB w GBgb -,492,2387,f1e3,5,19,25,f1e3 g7g6
qbrnknbr/pppppppp/8/8/8/8/PPPPPPPP/QBRNKNBR w HChc -,493,1012,f2f3,1,34,24,f2f3 f7f6 b2b4 c7c6 a2a4 b7b5 c2c3
qbrnknbr/pppppppp/8/8/8/8/PPPPPPPP/QBRNKNBR w HChc -,493,1012,b2b4,2,31,24,b2b4 f7f6 f2f3 c7c6 a2a4 b7b5 c2c3
qbrnknbr/pppppppp/8/8/8/8/PPPPPPPP/QBRNKNBR w HChc -,493,1012,c2c4,3,21,24,c2c4 b7b5 f1e3 b5c4 b2b3 f7f6 b3c4
qbrnknbr/pppppppp/8/8/8/8/PPPPPPPP/QBRNKNBR w HChc -,493,1012,f1e3,4,21,24,f1e3 b7b6 b2b4 f7f6 c2c4 c7c5 b4c5
qbrnknbr/pppppppp/8/8/8/8/PPPPPPPP/QBRNKNBR w HChc -,493,1012,b2b3,5,14,24,b2b3 f7f6
qrnbknbr/pppppppp/8/8/8/8/PPPPPPPP/QRNBKNBR w HBhb -,494,1633,e2e4,1,52,24,e2e4 e7e5 b2b3 f7f6 d2d4 b7b5 f2f3
qrnbknbr/pppppppp/8/8/8/8/PPPPPPPP/QRNBKNBR w HBhb -,494,1633,b2b3,2,37,24,b2b3 f7f6 d2d4 b7b6 f2f3 d7d5 f1d2
qrnbknbr/pppppppp/8/8/8/8/PPPPPPPP/QRNBKNBR w HBhb -,494,1633,f2f3,3,33,24,f2f3 e7e5
qrnbknbr/pppppppp/8/8/8/8/PPPPPPPP/QRNBKNBR w HBhb -,494,1633,f1g3,4,22,24,f1g3 f7f6 e2e4 e7e5 f2f3 f8e6 g1f2
qrnbknbr/pppppppp/8/8/8/8/PPPPPPPP/QRNBKNBR w HBhb -,494,1633,a2a4,5,14,24,a2a4 e7e5 f2f3 f7f6 e2e4 d7d5 f1e3
qrnknbbr/pppppppp/8/8/8/8/PPPPPPPP/QRNKNBBR w HBhb -,495,849,g2g4,1,42,24,g2g4 g7g6 f1g2 f7f5 f2f4 f8g7 g4f5
qrnknbbr/pppppppp/8/8/8/8/PPPPPPPP/QRNKNBBR w HBhb -,495,849,e2e4,3,35,24,e2e4 b7b6 e4e5 f7f6 f2f4 a7a5 b2b3
qrnknbbr/pppppppp/8/8/8/8/PPPPPPPP/QRNKNBBR w HBhb -,495,849,b2b3,4,33,24,b2b3 b7b6 d2d3 e7e6 e2e4 d7d5 f2f4
qrnknbbr/pppppppp/8/8/8/8/PPPPPPPP/QRNKNBBR w HBhb -,495,849,g2g3,2,28,24,g2g3 g7g6
qrnknbbr/pppppppp/8/8/8/8/PPPPPPPP/QRNKNBBR w HBhb -,495,849,f2f3,5,21,24,f2f3 b7b6 e2e4 c7c5 c2c4 f7f6 g1f2
qrnknrbb/pppppppp/8/8/8/8/PPPPPPPP/QRNKNRBB w FBfb -,496,733,b2b4,1,35,26,b2b4 b7b5
qrnknrbb/pppppppp/8/8/8/8/PPPPPPPP/QRNKNRBB w FBfb -,496,733,g2g4,2,22,26,g2g4 g7g6 a2a4 f7f5 g4f5 g6f5 f2f4
qrnknrbb/pppppppp/8/8/8/8/PPPPPPPP/QRNKNRBB w FBfb -,496,733,f2f4,3,22,26,f2f4 g7g6 g2g4 f7f5 g4f5 g6f5 a2a4
qrnknrbb/pppppppp/8/8/8/8/PPPPPPPP/QRNKNRBB w FBfb -,496,733,a2a4,4,21,26,a2a4 g7g6 g2g4 f7f5 g4f5 g6f5 f2f4
qrnknrbb/pppppppp/8/8/8/8/PPPPPPPP/QRNKNRBB w FBfb -,496,733,g2g3,5,16,26,g2g3 g7g6 f2f4 f7f5 d2d3 d7d6 c2c4
bbrqnknr/pppppppp/8/8/8/8/PPPPPPPP/BBRQNKNR w HChc -,497,172,c2c4,1,22,25,c2c4 c7c5 g1h3 e7e6 f1h1 b7b6 b2b3
bbrqnknr/pppppppp/8/8/8/8/PPPPPPPP/BBRQNKNR w HChc -,497,172,b2b3,2,19,25,b2b3 c7c5 c2c4 b7b6 g1h3 e7e6 f1h1
bbrqnknr/pppppppp/8/8/8/8/PPPPPPPP/BBRQNKNR w HChc -,497,172,g1h3,3,14,25,g1h3 b7b5 c2c4 b5c4 c1c4 e8d6 c4c5
bbrqnknr/pppppppp/8/8/8/8/PPPPPPPP/BBRQNKNR w HChc -,497,172,d2d4,5,6,25,d2d4 c7c5 d4c5 c8c5 e1d3 c5c8 c2c4
bbrqnknr/pppppppp/8/8/8/8/PPPPPPPP/BBRQNKNR w HChc -,497,172,g1f3,4,5,25,g1f3 b7b6
brqbnknr/pppppppp/8/8/8/8/PPPPPPPP/BRQBNKNR w HBhb -,498,1061,b2b4,1,6,27,b2b4 b7b5
brqbnknr/pppppppp/8/8/8/8/PPPPPPPP/BRQBNKNR w HBhb -,498,1061,b2b3,2,5,27,b2b3 c7c5 c2c4 e7e6 e2e3 g8e7 g1e2
brqbnknr/pppppppp/8/8/8/8/PPPPPPPP/BRQBNKNR w HBhb -,498,1061,c2c4,3,4,27,c2c4 c7c5 e2e3 e7e6 g1e2 g8e7 f1h1
brqbnknr/pppppppp/8/8/8/8/PPPPPPPP/BRQBNKNR w HBhb -,498,1061,e2e3,4,4,27,e2e3 c7c5 c2c4 e7e6 g1e2 g8e7 f1h1
brqbnknr/pppppppp/8/8/8/8/PPPPPPPP/BRQBNKNR w HBhb -,498,1061,g1f3,5,3,27,g1f3 c7c5 c2c4 e7e6 f1h1 b7b6 b2b4
brqnkbnr/pppppppp/8/8/8/8/PPPPPPPP/BRQNKBNR w HBhb -,499,2054,b2b4,1,14,26,b2b4 e7e6 c2c4 b7b6 g1f3 c7c5 b4b5
brqnkbnr/pppppppp/8/8/8/8/PPPPPPPP/BRQNKBNR w HBhb -,499,2054,g1f3,2,12,26,g1f3 b7b5 b2b4 f7f6 e2e3 e7e5 f1e2
brqnkbnr/pppppppp/8/8/8/8/PPPPPPPP/BRQNKBNR w HBhb -,499,2054,e2e3,3,10,26,e2e3 e7e6
brqnkbnr/pppppppp/8/8/8/8/PPPPPPPP/BRQNKBNR w HBhb -,499,2054,c2c4,4,10,26,c2c4 c7c5 e2e3 e7e6 b2b3 b7b6 g1f3
brqnkbnr/pppppppp/8/8/8/8/PPPPPPPP/BRQNKBNR w HBhb -,499,2054,f2f4,5,2,26,f2f4 c7c5 e2e3 b7b5 g1f3 g8f6 f1e2
brqnknrb/pppppppp/8/8/8/8/PPPPPPPP/BRQNKNRB w GBgb -,500,1517,g2g3,1,27,23,g2g3 g7g6 b2b4 h8a1 b1a1 f8e6 c1b2
brqnknrb/pppppppp/8/8/8/8/PPPPPPPP/BRQNKNRB w GBgb -,500,1517,b2b4,2,21,23,b2b4 b7b5 f2f4 c7c5 f1e3 c5b4 b1b4
brqnknrb/pppppppp/8/8/8/8/PPPPPPPP/BRQNKNRB w GBgb -,500,1517,c2c4,3,16,23,c2c4 g7g6
brqnknrb/pppppppp/8/8/8/8/PPPPPPPP/BRQNKNRB w GBgb -,500,1517,f1e3,4,16,23,f1e3 b7b5 b2b4 f8e6 d2d4 c7c6 g2g3
brqnknrb/pppppppp/8/8/8/8/PPPPPPPP/BRQNKNRB w GBgb -,500,1517,b2b3,5,3,23,b2b3 b7b6 c2c4 c7c5 f1e3 d8c6 g2g3
rbbqnknr/pppppppp/8/8/8/8/PPPPPPPP/RBBQNKNR w HAha -,501,1125,e2e4,1,23,26,e2e4 c7c5 c2c4 e7e5 g1e2 g8e7 f1h1
rbbqnknr/pppppppp/8/8/8/8/PPPPPPPP/RBBQNKNR w HAha -,501,1125,c2c4,2,21,26,c2c4 c7c5 e2e4 e7e5 g1e2 g8e7 f1h1
rbbqnknr/pppppppp/8/8/8/8/PPPPPPPP/RBBQNKNR w HAha -,501,1125,d2d4,3,15,26,d2d4 d7d5 g1f3 e8d6 f1h1 a7a5 a2a4
rbbqnknr/pppppppp/8/8/8/8/PPPPPPPP/RBBQNKNR w HAha -,501,1125,a2a4,4,11,26,a2a4 d7d5 d2d4 g8f6 g1f3 e8d6 f1h1
rbbqnknr/pppppppp/8/8/8/8/PPPPPPPP/RBBQNKNR w HAha -,501,1125,g1f3,5,9,26,g1f3 c7c5 c2c3 d7d5 d2d4 c5d4 c3d4
rqbbnknr/pppppppp/8/8/8/8/PPPPPPPP/RQBBNKNR w HAha -,502,1337,d2d4,1,26,24,d2d4
rqbbnknr/pppppppp/8/8/8/8/PPPPPPPP/RQBBNKNR w HAha -,502,1337,g1f3,4,24,24,g1f3 g8f6 c2c4 c7c5 b2b4 b7b6 f1h1
rqbbnknr/pppppppp/8/8/8/8/PPPPPPPP/RQBBNKNR w HAha -,502,1337,c2c4,2,23,24,c2c4 c7c5 b2b4 b7b6 g1f3 g8f6 f1h1
rqbbnknr/pppppppp/8/8/8/8/PPPPPPPP/RQBBNKNR w HAha -,502,1337,e2e4,3,19,24,e2e4 c7c5
rqbbnknr/pppppppp/8/8/8/8/PPPPPPPP/RQBBNKNR w HAha -,502,1337,e2e3,5,17,24,e2e3 d7d5 b2b3 e8d6 c2c4 d5c4 b3c4
rqbnkbnr/pppppppp/8/8/8/8/PPPPPPPP/RQBNKBNR w HAha -,503,137,d2d4,1,25,25,d2d4 d7d5 g1f3 g8f6 c1f4 c8f5 e2e3
rqbnkbnr/pppppppp/8/8/8/8/PPPPPPPP/RQBNKBNR w HAha -,503,137,g1f3,2,21,25,g1f3 d7d5 d2d4 g8f6 c1f4 c8f5 e2e3
rqbnkbnr/pppppppp/8/8/8/8/PPPPPPPP/RQBNKBNR w HAha -,503,137,e2e4,3,17,25,e2e4 e7e5 c2c3 c7c6 g1f3 d7d5 d2d4
rqbnkbnr/pppppppp/8/8/8/8/PPPPPPPP/RQBNKBNR w HAha -,503,137,c2c3,4,16,25,c2c3 e7e5 e2e4 c7c6 d2d4 e5d4 c3d4
rqbnkbnr/pppppppp/8/8/8/8/PPPPPPPP/RQBNKBNR w HAha -,503,137,c2c4,5,16,25,c2c4 c7c5 e2e3 b7b6 d1c3 c8b7 g1f3
rqbnknrb/pppppppp/8/8/8/8/PPPPPPPP/RQBNKNRB w GAga -,504,1286,d2d4,1,32,24,d2d4 d7d5 c2c3 c7c6 f2f4 f7f5 d1f2
rqbnknrb/pppppppp/8/8/8/8/PPPPPPPP/RQBNKNRB w GAga -,504,1286,c2c3,2,30,24,c2c3 d7d5 d2d4 c7c6 e2e4 g7g6 f2f4
rqbnknrb/pppppppp/8/8/8/8/PPPPPPPP/RQBNKNRB w GAga -,504,1286,b2b3,3,29,24,b2b3
rqbnknrb/pppppppp/8/8/8/8/PPPPPPPP/RQBNKNRB w GAga -,504,1286,g2g3,4,26,24,g2g3 g7g6 c2c3 d7d6 b2b4 c7c6 f1e3
rqbnknrb/pppppppp/8/8/8/8/PPPPPPPP/RQBNKNRB w GAga -,504,1286,g2g4,5,20,24,g2g4 c7c6 c2c3 d7d5 d2d4 e7e5 d4e5
rbqnbknr/pppppppp/8/8/8/8/PPPPPPPP/RBQNBKNR w HAha -,505,81,d2d4,1,46,24,d2d4 c7c5 d4d5 c5c4 c2c3 e7e6 e2e4
rbqnbknr/pppppppp/8/8/8/8/PPPPPPPP/RBQNBKNR w HAha -,505,81,c2c4,2,16,24,c2c4 c7c5 e2e3 e7e6 f2f4 g8e7 g1f3
rbqnbknr/pppppppp/8/8/8/8/PPPPPPPP/RBQNBKNR w HAha -,505,81,e2e3,3,15,24,e2e3 c7c5 c2c4 e7e6 a2a3 g8e7 f2f4
rbqnbknr/pppppppp/8/8/8/8/PPPPPPPP/RBQNBKNR w HAha -,505,81,g1f3,4,7,24,g1f3 g8f6 c2c4 c7c5 h2h4 h7h5 a2a4
rbqnbknr/pppppppp/8/8/8/8/PPPPPPPP/RBQNBKNR w HAha -,505,81,e2e4,5,6,24,e2e4 c7c5 g1e2 e7e6 c2c4 g8e7 f2f4
rqnbbknr/pppppppp/8/8/8/8/PPPPPPPP/RQNBBKNR w HAha -,506,0,e2e4,1,31,24,e2e4 c7c5 g1f3 e7e6 c2c3 g8e7 h2h4
rqnbbknr/pppppppp/8/8/8/8/PPPPPPPP/RQNBBKNR w HAha -,506,0,g1f3,2,23,24,g1f3 c7c5 e2e4 e7e6 c2c3 g8e7 h2h4
rqnbbknr/pppppppp/8/8/8/8/PPPPPPPP/RQNBBKNR w HAha -,506,0,d2d4,3,19,24,d2d4 d7d5
rqnbbknr/pppppppp/8/8/8/8/PPPPPPPP/RQNBBKNR w HAha -,506,0,c2c4,4,16,24,c2c4 c7c5 g1f3 a7a5 f1h1 g8f6 e2e3
rqnbbknr/pppppppp/8/8/8/8/PPPPPPPP/RQNBBKNR w HAha -,506,0,d2d3,5,13,24,d2d3 c7c5 g1f3 g8f6 e2e4 a7a5 c2c4
rqnkbbnr/pppppppp/8/8/8/8/PPPPPPPP/RQNKBBNR w HAha -,507,2222,d2d4,1,37,22,d2d4 d7d5 e2e3 e7e6 g1f3 c7c5 d4c5
rqnkbbnr/pppppppp/8/8/8/8/PPPPPPPP/RQNKBBNR w HAha -,507,2222,g1f3,2,23,22,g1f3 c7c5 e2e4 e7e5 d2d3 f7f6 c2c3
rqnkbbnr/pppppppp/8/8/8/8/PPPPPPPP/RQNKBBNR w HAha -,507,2222,c2c4,3,20,22,c2c4 c7c5 d2d3 d7d6 g1f3 g8f6 g2g3
rqnkbbnr/pppppppp/8/8/8/8/PPPPPPPP/RQNKBBNR w HAha -,507,2222,e2e4,4,14,22,e2e4 c7c5 g1f3 e7e5 d2d3 f7f6 c2c3
rqnkbbnr/pppppppp/8/8/8/8/PPPPPPPP/RQNKBBNR w HAha -,507,2222,f2f3,5,12,22,f2f3
rqnkbnrb/pppppppp/8/8/8/8/PPPPPPPP/RQNKBNRB w GAga -,508,898,g2g4,1,27,22,g2g4 g7g5 c2c3 c7c6 d2d4 d7d5 e2e4
rqnkbnrb/pppppppp/8/8/8/8/PPPPPPPP/RQNKBNRB w GAga -,508,898,c2c3,2,25,22,c2c3 g7g6 b1c2 c7c5 g2g4 c8b6 f2f4
rqnkbnrb/pppppppp/8/8/8/8/PPPPPPPP/RQNKBNRB w GAga -,508,898,a2a4,3,17,22,a2a4 g7g6
rqnkbnrb/pppppppp/8/8/8/8/PPPPPPPP/RQNKBNRB w GAga -,508,898,g2g3,4,15,22,g2g3 g7g6 a2a4 d7d6 a4a5 c7c5 d2d3
rqnkbnrb/pppppppp/8/8/8/8/PPPPPPPP/RQNKBNRB w GAga -,508,898,f1e3,5,8,22,f1e3 g7g6 c2c3 d7d5 d2d4 c7c6 g2g3
rbqnknbr/pppppppp/8/8/8/8/PPPPPPPP/RBQNKNBR w HAha -,509,35,d2d4,1,28,23,d2d4 d7d5 c2c3 f7f6 c1d2 f8d7 f2f3
rbqnknbr/pppppppp/8/8/8/8/PPPPPPPP/RBQNKNBR w HAha -,509,35,c2c4,2,21,23,c2c4 c7c5 d1c3 d8c6 f2f3 b7b6 e2e3
rbqnknbr/pppppppp/8/8/8/8/PPPPPPPP/RBQNKNBR w HAha -,509,35,h2h4,3,21,23,h2h4 c7c5 c2c4 h7h5 d1c3 d8c6 f2f3
rbqnknbr/pppppppp/8/8/8/8/PPPPPPPP/RBQNKNBR w HAha -,509,35,c2c3,4,18,23,c2c3 c7c5 e2e4 h7h5 h2h4 f7f6 d1e3
rbqnknbr/pppppppp/8/8/8/8/PPPPPPPP/RBQNKNBR w HAha -,509,35,f2f3,5,12,23,f2f3 c7c5 c2c4 h7h5 h2h4 g8h7 b1h7
rqnbknbr/pppppppp/8/8/8/8/PPPPPPPP/RQNBKNBR w HAha -,510,958,c2c3,3,20,26,c2c3 e7e5 e2e4 f8e6 c1e2 c7c6 f2f3
rqnbknbr/pppppppp/8/8/8/8/PPPPPPPP/RQNBKNBR w HAha -,510,958,h2h4,1,17,26,h2h4 c7c6 d2d4 d7d5 c2c3 c8d6 a2a4
rqnbknbr/pppppppp/8/8/8/8/PPPPPPPP/RQNBKNBR w HAha -,510,958,e2e4,4,17,26,e2e4 e7e5 c2c3 f8e6 c1e2 c7c6 f2f3
rqnbknbr/pppppppp/8/8/8/8/PPPPPPPP/RQNBKNBR w HAha -,510,958,d2d4,2,15,26,d2d4 c7c6 h2h4 d7d5 c2c3 c8d6 a2a4
rqnbknbr/pppppppp/8/8/8/8/PPPPPPPP/RQNBKNBR w HAha -,510,958,f2f3,5,13,26,f2f3 e7e5 c2c3 f8e6 g1f2 c7c6 e2e4
rqnknbbr/pppppppp/8/8/8/8/PPPPPPPP/RQNKNBBR w HAha -,511,2334,d2d4,1,34,24,d2d4 c8d6 f2f3 f7f5 a2a4 c7c6 e1d3
rqnknbbr/pppppppp/8/8/8/8/PPPPPPPP/RQNKNBBR w HAha -,511,2334,e2e4,2,25,24,e2e4 c7c5 f2f3 e7e5 g1f2 f7f5 e4f5
rqnknbbr/pppppppp/8/8/8/8/PPPPPPPP/RQNKNBBR w HAha -,511,2334,c2c4,3,24,24,c2c4 f7f6 e2e3 c7c5 b1c2 b8c7 d2d4
rqnknbbr/pppppppp/8/8/8/8/PPPPPPPP/RQNKNBBR w HAha -,511,2334,f2f3,4,22,24,f2f3 e7e5
rqnknbbr/pppppppp/8/8/8/8/PPPPPPPP/RQNKNBBR w HAha -,511,2334,e2e3,5,15,24,e2e3 c7c5 c2c4 f7f6 b1c2 b8c7 d2d4
rqnknrbb/pppppppp/8/8/8/8/PPPPPPPP/RQNKNRBB w FAfa -,512,565,f2f4,1,25,24,f2f4 f7f5 g2g3 g7g6 a2a4 c7c6 e1f3
rqnknrbb/pppppppp/8/8/8/8/PPPPPPPP/RQNKNRBB w FAfa -,512,565,g2g3,2,22,24,g2g3 f7f5 f2f4 g7g6 a2a4 c7c6 e1f3
rqnknrbb/pppppppp/8/8/8/8/PPPPPPPP/RQNKNRBB w FAfa -,512,565,c2c3,3,11,24,c2c3 f7f5
rqnknrbb/pppppppp/8/8/8/8/PPPPPPPP/RQNKNRBB w FAfa -,512,565,a2a4,4,10,24,a2a4 g7g5 g2g3 f7f5 f2f4 g5f4 g3f4
rqnknrbb/pppppppp/8/8/8/8/PPPPPPPP/RQNKNRBB w FAfa -,512,565,g2g4,5,10,24,g2g4 g7g6 f2f4 f7f5 g4f5 g6f5 a2a4
bbrnqknr/pppppppp/8/8/8/8/PPPPPPPP/BBRNQKNR w HChc -,513,1046,e2e3,1,21,25,e2e3 c7c5 c2c4 b7b6 b2b3 e7e6 f2f4
bbrnqknr/pppppppp/8/8/8/8/PPPPPPPP/BBRNQKNR w HChc -,513,1046,c2c4,2,20,25,c2c4 c7c5 b2b3 b7b6 e2e3 e7e6 f2f4
bbrnqknr/pppppppp/8/8/8/8/PPPPPPPP/BBRNQKNR w HChc -,513,1046,d2d4,3,17,25,d2d4 c7c5 d4c5 c8c5 b2b4 c5c8 c2c4
bbrnqknr/pppppppp/8/8/8/8/PPPPPPPP/BBRNQKNR w HChc -,513,1046,b2b3,5,17,25,b2b3 b7b5 e2e3 c7c5 c2c4 b5c4 b3c4
bbrnqknr/pppppppp/8/8/8/8/PPPPPPPP/BBRNQKNR w HChc -,513,1046,b2b4,4,15,25,b2b4
brnbqknr/pppppppp/8/8/8/8/PPPPPPPP/BRNBQKNR w HBhb -,514,1305,g1h3,1,21,24,g1h3 b7b5 b2b4 f7f5 f1h1 g8f6 d2d3
brnbqknr/pppppppp/8/8/8/8/PPPPPPPP/BRNBQKNR w HBhb -,514,1305,e2e4,2,20,24,e2e4 g8h6 d2d4 f8h8 c1d3 e7e6 b2b3
brnbqknr/pppppppp/8/8/8/8/PPPPPPPP/BRNBQKNR w HBhb -,514,1305,d2d4,3,18,24,d2d4 f7f5 c1d3 g8f6 g1f3 f8h8 b1c1
brnbqknr/pppppppp/8/8/8/8/PPPPPPPP/BRNBQKNR w HBhb -,514,1305,b2b4,4,17,24,b2b4 b7b5 g1h3 f7f5 f1h1 g8f6 d2d3
brnbqknr/pppppppp/8/8/8/8/PPPPPPPP/BRNBQKNR w HBhb -,514,1305,b2b3,5,11,24,b2b3 b7b6 e2e4 e7e6 d2d4 g8e7 c1d3
brnqkbnr/pppppppp/8/8/8/8/PPPPPPPP/BRNQKBNR w HBhb -,515,785,c2c4,1,12,28,c2c4 c7c5 e2e3 e7e6 g1f3 g8f6 a2a3
brnqkbnr/pppppppp/8/8/8/8/PPPPPPPP/BRNQKBNR w HBhb -,515,785,a2a3,3,9,28,a2a3 b7b5 b2b4 e7e6 e2e3 g8f6 c1b3
brnqkbnr/pppppppp/8/8/8/8/PPPPPPPP/BRNQKBNR w HBhb -,515,785,b2b4,4,8,28,b2b4 b7b5 e2e3 e7e6 g1f3 g8f6 a2a3
brnqkbnr/pppppppp/8/8/8/8/PPPPPPPP/BRNQKBNR w HBhb -,515,785,e2e3,5,8,28,e2e3 b7b5 b2b4 e7e6 g1f3 g8f6 a2a3
brnqkbnr/pppppppp/8/8/8/8/PPPPPPPP/BRNQKBNR w HBhb -,515,785,g1f3,2,6,28,g1f3 b7b5
brnqknrb/pppppppp/8/8/8/8/PPPPPPPP/BRNQKNRB w GBgb -,516,2974,b2b4,1,15,26,b2b4 b7b5
brnqknrb/pppppppp/8/8/8/8/PPPPPPPP/BRNQKNRB w GBgb -,516,2974,g2g3,2,12,26,g2g3 g7g6 d2d4 d7d5 f1e3 b7b5 e1g1
brnqknrb/pppppppp/8/8/8/8/PPPPPPPP/BRNQKNRB w GBgb -,516,2974,b2b3,3,8,26,b2b3 d7d5 d2d4 g7g6 c2c4 d5c4 b3c4
brnqknrb/pppppppp/8/8/8/8/PPPPPPPP/BRNQKNRB w GBgb -,516,2974,d2d4,4,7,26,d2d4 d7d5 f1e3 g7g6 e1g1 b7b5 b2b3
brnqknrb/pppppppp/8/8/8/8/PPPPPPPP/BRNQKNRB w GBgb -,516,2974,f1e3,5,6,26,f1e3 d7d5 d2d4 g7g6 g2g3 b7b5 e1g1
rbbnqknr/pppppppp/8/8/8/8/PPPPPPPP/RBBNQKNR w HAha -,517,2028,d2d4,1,35,24,d2d4 d7d5 g1f3 f7f5 c1f4 g8f6 c2c4
rbbnqknr/pppppppp/8/8/8/8/PPPPPPPP/RBBNQKNR w HAha -,517,2028,e2e4,2,31,24,e2e4 e7e5 g1e2 g8e7 f1h1 f8h8 d2d4
rbbnqknr/pppppppp/8/8/8/8/PPPPPPPP/RBBNQKNR w HAha -,517,2028,c2c4,3,29,24,c2c4 c7c5 b2b4 d7d6 e2e4 c5b4 d2d4
rbbnqknr/pppppppp/8/8/8/8/PPPPPPPP/RBBNQKNR w HAha -,517,2028,g1f3,4,27,24,g1f3 e7e5 e2e4 c7c6 d2d4 e5d4 f1h1
rbbnqknr/pppppppp/8/8/8/8/PPPPPPPP/RBBNQKNR w HAha -,517,2028,f2f4,5,23,24,f2f4 c7c5 d2d3 e7e6 g1f3 g8e7 f1h1
rnbbqknr/pppppppp/8/8/8/8/PPPPPPPP/RNBBQKNR w HAha -,518,191,e2e4,1,33,24,e2e4 c7c5 f2f4 e7e6 d2d3 g8e7 c2c4
rnbbqknr/pppppppp/8/8/8/8/PPPPPPPP/RNBBQKNR w HAha -,518,191,f2f4,2,24,24,f2f4 d7d5
rnbbqknr/pppppppp/8/8/8/8/PPPPPPPP/RNBBQKNR w HAha -,518,191,b1c3,3,23,24,b1c3 e7e5 e2e4 d7d6 g1e2 g8e7 f2f4
rnbbqknr/pppppppp/8/8/8/8/PPPPPPPP/RNBBQKNR w HAha -,518,191,d2d4,4,13,24,d2d4 d7d6 e2e4 e7e5 d4e5 d6e5 b1c3
rnbbqknr/pppppppp/8/8/8/8/PPPPPPPP/RNBBQKNR w HAha -,518,191,c2c4,5,11,24,c2c4 e7e5 b1c3 f7f5 e2e3 g8f6 g1e2
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w HAha -,519,1409,e2e4,2,29,25,e2e4 e7e5 g1f3 b8c6 f1b5 g8f6 e1h1
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w HAha -,519,1409,c2c4,1,26,25,c2c4 e7e5
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w HAha -,519,1409,d2d4,3,25,25,d2d4 d7d5 c2c4 c7c6 b1c3 d5c4 e2e4
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w HAha -,519,1409,g1f3,4,23,25,g1f3 d7d5 d2d4 g8f6 c2c4 c7c6 b1c3
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w HAha -,519,1409,e2e3,5,11,25,e2e3 g8f6 d2d4 d7d5 g1f3 e7e6 b2b3
rnbqknrb/pppppppp/8/8/8/8/PPPPPPPP/RNBQKNRB w GAga -,520,928,d2d4,1,30,24,d2d4 d7d5 g2g4 g7g6 c2c3 b8a6 b1d2
rnbqknrb/pppppppp/8/8/8/8/PPPPPPPP/RNBQKNRB w GAga -,520,928,e2e4,2,18,24,e2e4 e7e5 g2g3 f8e6 b1c3 b8c6 c3e2
rnbqknrb/pppppppp/8/8/8/8/PPPPPPPP/RNBQKNRB w GAga -,520,928,g2g3,3,16,24,g2g3 d7d5 d2d4 c7c6 c2c3 g7g6 f1d2
rnbqknrb/pppppppp/8/8/8/8/PPPPPPPP/RNBQKNRB w GAga -,520,928,g2g4,4,11,24,g2g4 e7e5 c2c4 g7g6 d2d3 f8e6 b1c3
rnbqknrb/pppppppp/8/8/8/8/PPPPPPPP/RNBQKNRB w GAga -,520,928,c2c4,5,7,24,c2c4 e7e5
rbnqbknr/pppppppp/8/8/8/8/PPPPPPPP/RBNQBKNR w HAha -,521,1219,e2e4,1,29,24,e2e4 c7c5 c2c4 g8h6 g1e2 f8h8 f1h1
rbnqbknr/pppppppp/8/8/8/8/PPPPPPPP/RBNQBKNR w HAha -,521,1219,c2c4,2,27,24,c2c4 c7c5 a2a4 e7e5 g1h3 g8e7 c1d3
rbnqbknr/pppppppp/8/8/8/8/PPPPPPPP/RBNQBKNR w HAha -,521,1219,d2d4,3,23,24,d2d4 d7d5 g1f3 c8d6 a2a4 g8f6 b2b3
