uid,event,site,date,round,wplayer,bplayer,result,welo,belo,variant,start_fen,epd,ply,player,turn,complexity,gmove,gscore,emove,escore,cploss,wpc_value,bpc_value,tpc_value,wp_cnt,bp_cnt,emt_sec,clk_sec
Ding_ Liren-Firouzja_ Alireza-Freestyle_Chess_G.O.A.T._Challenge-2024.02.13-round_3.3-0-1,Freestyle Chess G.O.A.T. Challenge,"Weissenhaus, Germany",2024.02.13,3.3,"Ding, Liren","Firouzja, Alireza",0-1,2762,2760,Chess960,rbnkqrbn/pppppppp/8/8/8/8/PPPPPPPP/RBNKQRBN w FAfa - 0 1,rbnkqrbn/pp1pp1pp/2p5/5p2/3P4/2P5/PP2PPPP/RBNKQRBN w KQkq -,4,"Ding, Liren",white,572,f2f3,-25,f2f3,-25,0,32,32,64,8,8,177,5006
Ding_ Liren-Firouzja_ Alireza-Freestyle_Chess_G.O.A.T._Challenge-2024.02.13-round_3.3-0-1,Freestyle Chess G.O.A.T. Challenge,"Weissenhaus, Germany",2024.02.13,3.3,"Ding, Liren","Firouzja, Alireza",0-1,2762,2760,Chess960,rbnkqrbn/pppppppp/8/8/8/8/PPPPPPPP/RBNKQRBN w FAfa - 0 1,rbnkqrbn/pp1pp1pp/2p5/5p2/3P4/2P2P2/PP2P1PP/RBNKQRBN b KQkq -,5,"Firouzja, Alireza",black,1094,e7e5,0,h8g6,23,23,32,32,64,8,8,107,5216
Ding_ Liren-Firouzja_ Alireza-Freestyle_Chess_G.O.A.T._Challenge-2024.02.13-round_3.3-0-1,Freestyle Chess G.O.A.T. Challenge,"Weissenhaus, Germany",2024.02.13,3.3,"Ding, Liren","Firouzja, Alireza",0-1,2762,2760,Chess960,rbnkqrbn/pppppppp/8/8/8/8/PPPPPPPP/RBNKQRBN w FAfa - 0 1,rbnkqrbn/pp1p2pp/2p5/4pp2/3P4/2P2P2/PP2P1PP/RBNKQRBN w KQkq -,6,"Ding, Liren",white,1005,c1d3,-8,c1d3,-8,0,32,32,64,8,8,421,4585
Ding_ Liren-Firouzja_ Alireza-Freestyle_Chess_G.O.A.T._Challenge-2024.02.13-round_3.3-0-1,Freestyle Chess G.O.A.T. Challenge,"Weissenhaus, Germany",2024.02.13,3.3,"Ding, Liren","Firouzja, Alireza",0-1,2762,2760,Chess960,rbnkqrbn/pppppppp/8/8/8/8/PPPPPPPP/RBNKQRBN w FAfa - 0 1,rbnkqrbn/pp1p2pp/2p5/4pp2/3P4/2PN1P2/PP2P1PP/RB1KQRBN b KQkq -,7,"Firouzja, Alireza",black,0,h8g6,17,h8g6,17,0,32,32,64,8,8,28,5188
Ding_ Liren-Firouzja_ Alireza-Freestyle_Chess_G.O.A.T._Challenge-2024.02.13-round_3.3-0-1,Freestyle Chess G.O.A.T. Challenge,"Weissenhaus, Germany",2024.02.13,3.3,"Ding, Liren","Firouzja, Alireza",0-1,2762,2760,Chess960,rbnkqrbn/pppppppp/8/8/8/8/PPPPPPPP/RBNKQRBN w FAfa - 0 1,rbnkqrb1/pp1p2pp/2p3n1/4pp2/3P4/2PN1P2/PP2P1PP/RB1KQRBN w KQkq -,8,"Ding, Liren",white,734,h1g3,-69,d4e5,-24,45,32,32,64,8,8,42,4543
Ding_ Liren-Firouzja_ Alireza-Freestyle_Chess_G.O.A.T._Challenge-2024.02.13-round_3.3-0-1,Freestyle Chess G.O.A.T. Challenge,"Weissenhaus, Germany",2024.02.13,3.3,"Ding, Liren","Firouzja, Alireza",0-1,2762,2760,Chess960,rbnkqrbn/pppppppp/8/8/8/8/PPPPPPPP/RBNKQRBN w FAfa - 0 1,rbnkqrb1/pp1p2pp/2p3n1/4pp2/3P4/2PN1PN1/PP2P1PP/RB1KQRB1 b KQkq -,9,"Firouzja, Alireza",black,568,f5f4,39,g6h4,52,13,32,32,64,8,8,401,4787
Ding_ Liren-Firouzja_ Alireza-Freestyle_Chess_G.O.A.T._Challenge-2024.02.13-round_3.3-0-1,Freestyle Chess G.O.A.T. Challenge,"Weissenhaus, Germany",2024.02.13,3.3,"Ding, Liren","Firouzja, Alireza",0-1,2762,2760,Chess960,rbnkqrbn/pppppppp/8/8/8/8/PPPPPPPP/RBNKQRBN w FAfa - 0 1,rbnkqrb1/pp1p2pp/2p3n1/4p3/3P1p2/2PN1PN1/PP2P1PP/RB1KQRB1 w KQkq -,10,"Ding, Liren",white,345,g3h5,-143,g3e4,-67,76,32,32,64,8,8,113,4430
Ding_ Liren-Firouzja_ Alireza-Freestyle_Chess_G.O.A.T._Challenge-2024.02.13-round_3.3-0-1,Freestyle Chess G.O.A.T. Challenge,"Weissenhaus, Germany",2024.02.13,3.3,"Ding, Liren","Firouzja, Alireza",0-1,2762,2760,Chess960,rbnkqrbn/pppppppp/8/8/8/8/PPPPPPPP/RBNKQRBN w FAfa - 0 1,rbnkqrb1/pp1p2pp/2p3n1/4p2N/3P1p2/2PN1P2/PP2P1PP/RB1KQRB1 b KQkq -,11,"Firouzja, Alireza",black,358,g6e7,152,g6e7,152,0,32,32,64,8,8,32,4755
Ding_ Liren-Firouzja_ Alireza-Freestyle_Chess_G.O.A.T._Challenge-2024.02.13-round_3.3-0-1,Freestyle Chess G.O.A.T. Challenge,"Weissenhaus, Germany",2024.02.13,3.3,"Ding, Liren","Firouzja, Alireza",0-1,2762,2760,Chess960,rbnkqrbn/pppppppp/8/8/8/8/PPPPPPPP/RBNKQRBN w FAfa - 0 1,rbnkqrb1/pp1pn1pp/2p5/4p2N/3P1p2/2PN1P2/PP2P1PP/RB1KQRB1 w KQkq -,12,"Ding, Liren",white,35,e1h4,-162,e1h4,-162,0,32,32,64,8,8,125,4305
Ding_ Liren-Firouzja_ Alireza-Freestyle_Chess_G.O.A.T._Challenge-2024.02.13-round_3.3-0-1,Freestyle Chess G.O.A.T. Challenge,"Weissenhaus, Germany",2024.02.13,3.3,"Ding, Liren","Firouzja, Alireza",0-1,2762,2760,Chess960,rbnkqrbn/pppppppp/8/8/8/8/PPPPPPPP/RBNKQRBN w FAfa - 0 1,rbnkqrb1/pp1pn1pp/2p5/4p2N/3P1p1Q/2PN1P2/PP2P1PP/RB1K1RB1 b KQkq -,13,"Firouzja, Alireza",black,185,g7g5,157,g7g5,157,0,32,32,64,8,8,49,4706
Ding_ Liren-Firouzja_ Alireza-Freestyle_Chess_G.O.A.T._Challenge-2024.02.13-round_3.3-0-1,Freestyle Chess G.O.A.T. Challenge,"Weissenhaus, Germany",2024.02.13,3.3,"Ding, Liren","Firouzja, Alireza",0-1,2762,2760,Chess960,rbnkqrbn/pppppppp/8/8/8/8/PPPPPPPP/RBNKQRBN w FAfa - 0 1,rbnkqrb1/pp1pn2p/2p5/4p1pN/3P1p1Q/2PN1P2/PP2P1PP/RB1K1RB1 w KQkq -,14,"Ding, Liren",white,59,h4g5,-229,h4g4,-157,72,32,32,64,8,8,166,4139
Ding_ Liren-Firouzja_ Alireza-Freestyle_Chess_G.O.A.T._Challenge-2024.02.13-round_3.3-0-1,Freestyle Chess G.O.A.T. Challenge,"Weissenhaus, Germany",2024.02.13,3.3,"Ding, Liren","Firouzja, Alireza",0-1,2762,2760,Chess960,rbnkqrbn/pppppppp/8/8/8/8/PPPPPPPP/RBNKQRBN w FAfa - 0 1,rbnkqrb1/pp1pn2p/2p5/4p1QN/3P1p2/2PN1P2/PP2P1PP/RB1K1RB1 b KQkq -,15,"Firouzja, Alireza",black,35,f8f5,235,f8f5,235,0,32,32,64,8,7,7,4699
Ding_ Liren-Firouzja_ Alireza-Freestyle_Chess_G.O.A.T._Challenge-2024.02.13-round_3.3-0-1,Freestyle Chess G.O.A.T. Challenge,"Weissenhaus, Germany",2024.02.13,3.3,"Ding, Liren","Firouzja, Alireza",0-1,2762,2760,Chess960,rbnkqrbn/pppppppp/8/8/8/8/PPPPPPPP/RBNKQRBN w FAfa - 0 1,rbnkq1b1/pp1pn2p/2p5/4prQN/3P1p2/2PN1P2/PP2P1PP/RB1K1RB1 w KQq -,16,"Ding, Liren",white,3300,g5g4,-240,g5g4,-240,0,32,32,64,8,7,120,4019
Ding_ Liren-Firouzja_ Alireza-Freestyle_Chess_G.O.A.T._Challenge-2024.02.13-round_3.3-0-1,Freestyle Chess G.O.A.T. Challenge,"Weissenhaus, Germany",2024.02.13,3.3,"Ding, Liren","Firouzja, Alireza",0-1,2762,2760,Chess960,rbnkqrbn/pppppppp/8/8/8/8/PPPPPPPP/RBNKQRBN w FAfa - 0 1,rbnkq1b1/pp1pn2p/2p5/4pr1N/3P1pQ1/2PN1P2/PP2P1PP/RB1K1RB1 b KQq -,17,"Firouzja, Alireza",black,0,f5h5,236,f5h5,236,0,32,32,64,8,7,238,4461
Ding_ Liren-Firouzja_ Alireza-Freestyle_Chess_G.O.A.T._Challenge-2024.02.13-round_3.3-0-1,Freestyle Chess G.O.A.T. Challenge,"Weissenhaus, Germany",2024.02.13,3.3,"Ding, Liren","Firouzja, Alireza",0-1,2762,2760,Chess960,rbnkqrbn/pppppppp/8/8/8/8/PPPPPPPP/RBNKQRBN w FAfa - 0 1,rbnkq1b1/pp1pn2p/2p5/4p2r/3P1pQ1/2PN1P2/PP2P1PP/RB1K1RB1 w KQq -,18,"Ding, Liren",white,1066,d4e5,-234,d4e5,-234,0,29,32,61,8,7,431,3588
Ding_ Liren-Firouzja_ Alireza-Freestyle_Chess_G.O.A.T._Challenge-2024.02.13-round_3.3-0-1,Freestyle Chess G.O.A.T. Challenge,"Weissenhaus, Germany",2024.02.13,3.3,"Ding, Liren","Firouzja, Alireza",0-1,2762,2760,Chess960,rbnkqrbn/pppppppp/8/8/8/8/PPPPPPPP/RBNKQRBN w FAfa - 0 1,rbnkq1b1/pp1pn2p/2p5/4P2r/5pQ1/2PN1P2/PP2P1PP/RB1K1RB1 b KQq -,19,"Firouzja, Alireza",black,324,g8c4,68,e7d5,229,161,29,32,61,8,6,599,3862
Ding_ Liren-Firouzja_ Alireza-Freestyle_Chess_G.O.A.T._Challenge-2024.02.13-round_3.3-0-1,Freestyle Chess G.O.A.T. Challenge,"Weissenhaus, Germany",2024.02.13,3.3,"Ding, Liren","Firouzja, Alireza",0-1,2762,2760,Chess960,rbnkqrbn/pppppppp/8/8/8/8/PPPPPPPP/RBNKQRBN w FAfa - 0 1,rbnkq3/pp1pn2p/2p5/4P2r/2b2pQ1/2PN1P2/PP2P1PP/RB1K1RB1 w KQq -,20,"Ding, Liren",white,565,d3f4,-125,g4f4,-70,55,29,32,61,8,6,118,3470
Ding_ Liren-Firouzja_ Alireza-Freestyle_Chess_G.O.A.T._Challenge-2024.02.13-round_3.3-0-1,Freestyle Chess G.O.A.T. Challenge,"Weissenhaus, Germany",2024.02.13,3.3,"Ding, Liren","Firouzja, Alireza",0-1,2762,2760,Chess960,rbnkqrbn/pppppppp/8/8/8/8/PPPPPPPP/RBNKQRBN w FAfa - 0 1,rbnkq3/pp1pn2p/2p5/4P2r/2b2NQ1/2P2P2/PP2P1PP/RB1K1RB1 b KQq -,21,"Firouzja, Alireza",black,0,h5e5,129,h5e5,129,0,29,32,61,8,5,6,3856
Ding_ Liren-Firouzja_ Alireza-Freestyle_Chess_G.O.A.T._Challenge-2024.02.13-round_3.3-0-1,Freestyle Chess G.O.A.T. Challenge,"Weissenhaus, Germany",2024.02.13,3.3,"Ding, Liren","Firouzja, Alireza",0-1,2762,2760,Chess960,rbnkqrbn/pppppppp/8/8/8/8/PPPPPPPP/RBNKQRBN w FAfa - 0 1,rbnkq3/pp1pn2p/2p5/4r3/2b2NQ1/2P2P2/PP2P1PP/RB1K1RB1 w KQq -,22,"Ding, Liren",white,211,g1d4,-230,f4d3,-134,96,29,32,61,7,5,7,3463
Ding_ Liren-Firouzja_ Alireza-Freestyle_Chess_G.O.A.T._Challenge-2024.02.13-round_3.3-0-1,Freestyle Chess G.O.A.T. Challenge,"Weissenhaus, Germany",2024.02.13,3.3,"Ding, Liren","Firouzja, Alireza",0-1,2762,2760,Chess960,rbnkqrbn/pppppppp/8/8/8/8/PPPPPPPP/RBNKQRBN w FAfa - 0 1,rbnkq3/pp1pn2p/2p5/4r3/2bB1NQ1/2P2P2/PP2P1PP/RB1K1R2 b KQq -,23,"Firouzja, Alireza",black,137,e5a5,197,e5a5,197,0,29,32,61,7,5,24,3832
Ding_ Liren-Firouzja_ Alireza-Freestyle_Chess_G.O.A.T._Challenge-2024.02.13-round_3.3-0-1,Freestyle Chess G.O.A.T. Challenge,"Weissenhaus, Germany",2024.02.13,3.3,"Ding, Liren","Firouzja, Alireza",0-1,2762,2760,Chess960,rbnkqrbn/pppppppp/8/8/8/8/PPPPPPPP/RBNKQRBN w FAfa - 0 1,rbnkq3/pp1pn2p/2p5/r7/2bB1NQ1/2P2P2/PP2P1PP/RB1K1R2 w KQq -,24,"Ding, Liren",white,179,d1f1,-171,d1f1,-171,0,29,32,61,7,5,212,3251
Ding_ Liren-Firouzja_ Alireza-Freestyle_Chess_G.O.A.T._Challenge-2024.02.13-round_3.3-0-1,Freestyle Chess G.O.A.T. Challenge,"Weissenhaus, Germany",2024.02.13,3.3,"Ding, Liren","Firouzja, Alireza",0-1,2762,2760,Chess960,rbnkqrbn/pppppppp/8/8/8/8/PPPPPPPP/RBNKQRBN w FAfa - 0 1,rbnkq3/pp1pn2p/2p5/r7/2bB1NQ1/2P2P2/PP2P1PP/RB3RK1 b q -,25,"Firouzja, Alireza",black,519,c8b6,179,b8c7,211,32,29,32,61,7,5,259,3573
Ding_ Liren-Firouzja_ Alireza-Freestyle_Chess_G.O.A.T._Challenge-2024.02.13-round_3.3-0-1,Freestyle Chess G.O.A.T. Challenge,"Weissenhaus, Germany",2024.02.13,3.3,"Ding, Liren","Firouzja, Alireza",0-1,2762,2760,Chess960,rbnkqrbn/pppppppp/8/8/8/8/PPPPPPPP/RBNKQRBN w FAfa - 0 1,rb1kq3/pp1pn2p/1np5/r7/2bB1NQ1/2P2P2/PP2P1PP/RB3RK1 w q -,26,"Ding, Liren",white,2240,f1d1,-271,f1e1,-172,99,29,32,61,7,5,127,3124
Ding_ Liren-Firouzja_ Alireza-Freestyle_Chess_G.O.A.T._Challenge-2024.02.13-round_3.3-0-1,Freestyle Chess G.O.A.T. Challenge,"Weissenhaus, Germany",2024.02.13,3.3,"Ding, Liren","Firouzja, Alireza",0-1,2762,2760,Chess960,rbnkqrbn/pppppppp/8/8/8/8/PPPPPPPP/RBNKQRBN w FAfa - 0 1,rb1kq3/pp1pn2p/1np5/r7/2bB1NQ1/2P2P2/PP2P1PP/RB1R2K1 b q -,27,"Firouzja, Alireza",black,130,b8c7,267,b8c7,267,0,29,32,61,7,5,90,3483
Ding_ Liren-Firouzja_ Alireza-Freestyle_Chess_G.O.A.T._Challenge-2024.02.13-round_3.3-0-1,Freestyle Chess G.O.A.T. Challenge,"Weissenhaus, Germany",2024.02.13,3.3,"Ding, Liren","Firouzja, Alireza",0-1,2762,2760,Chess960,rbnkqrbn/pppppppp/8/8/8/8/PPPPPPPP/RBNKQRBN w FAfa - 0 1,r2kq3/ppbpn2p/1np5/r7/2bB1NQ1/2P2P2/PP2P1PP/RB1R2K1 w q -,28,"Ding, Liren",white,3312,b2b4,-289,e2e3,-272,17,29,32,61,7,5,520,2604
Ding_ Liren-Firouzja_ Alireza-Freestyle_Chess_G.O.A.T._Challenge-2024.02.13-round_3.3-0-1,Freestyle Chess G.O.A.T. Challenge,"Weissenhaus, Germany",2024.02.13,3.3,"Ding, Liren","Firouzja, Alireza",0-1,2762,2760,Chess960,rbnkqrbn/pppppppp/8/8/8/8/PPPPPPPP/RBNKQRBN w FAfa - 0 1,r2kq3/ppbpn2p/1np5/r7/1PbB1NQ1/2P2P2/P3P1PP/RB1R2K1 b q -,29,"Firouzja, Alireza",black,166,a5a3,288,a5a3,288,0,29,32,61,7,5,36,3447
Ding_ Liren-Firouzja_ Alireza-Freestyle_Chess_G.O.A.T._Challenge-2024.02.13-round_3.3-0-1,Freestyle Chess G.O.A.T. Challenge,"Weissenhaus, Germany",2024.02.13,3.3,"Ding, Liren","Firouzja, Alireza",0-1,2762,2760,Chess960,rbnkqrbn/pppppppp/8/8/8/8/PPPPPPPP/RBNKQRBN w FAfa - 0 1,r2kq3/ppbpn2p/1np5/8/1PbB1NQ1/r1P2P2/P3P1PP/RB1R2K1 w q -,30,"Ding, Liren",white,2045,b1h7,-298,e2e3,-296,2,29,32,61,7,5,16,2588
Ding_ Liren-Firouzja_ Alireza-Freestyle_Chess_G.O.A.T._Challenge-2024.02.13-round_3.3-0-1,Freestyle Chess G.O.A.T. Challenge,"Weissenhaus, Germany",2024.02.13,3.3,"Ding, Liren","Firouzja, Alireza",0-1,2762,2760,Chess960,rbnkqrbn/pppppppp/8/8/8/8/PPPPPPPP/RBNKQRBN w FAfa - 0 1,r2kq3/ppbpn2B/1np5/8/1PbB1NQ1/r1P2P2/P3P1PP/R2R2K1 b q -,31,"Firouzja, Alireza",black,252,d8a8,298,d8a8,298,0,29,32,61,7,4,108,3339
Ding_ Liren-Firouzja_ Alireza-Freestyle_Chess_G.O.A.T._Challenge-2024.02.13-round_3.3-0-1,Freestyle Chess G.O.A.T. Challenge,"Weissenhaus, Germany",2024.02.13,3.3,"Ding, Liren","Firouzja, Alireza",0-1,2762,2760,Chess960,rbnkqrbn/pppppppp/8/8/8/8/PPPPPPPP/RBNKQRBN w FAfa - 0 1,2krq3/ppbpn2B/1np5/8/1PbB1NQ1/r1P2P2/P3P1PP/R2R2K1 w - -,32,"Ding, Liren",white,849,h7d3,-318,e2e3,-291,27,29,32,61,7,4,150,2438
Ding_ Liren-Firouzja_ Alireza-Freestyle_Chess_G.O.A.T._Challenge-2024.02.13-round_3.3-0-1,Freestyle Chess G.O.A.T. Challenge,"Weissenhaus, Germany",2024.02.13,3.3,"Ding, Liren","Firouzja, Alireza",0-1,2762,2760,Chess960,rbnkqrbn/pppppppp/8/8/8/8/PPPPPPPP/RBNKQRBN w FAfa - 0 1,2krq3/ppbpn3/1np5/8/1PbB1NQ1/r1PB1P2/P3P1PP/R2R2K1 b - -,33,"Firouzja, Alireza",black,840,e8f7,332,c4d3,338,6,29,32,61,7,4,63,3276
Ding_ Liren-Firouzja_ Alireza-Freestyle_Chess_G.O.A.T._Challenge-2024.02.13-round_3.3-0-1,Freestyle Chess G.O.A.T. Challenge,"Weissenhaus, Germany",2024.02.13,3.3,"Ding, Liren","Firouzja, Alireza",0-1,2762,2760,Chess960,rbnkqrbn/pppppppp/8/8/8/8/PPPPPPPP/RBNKQRBN w FAfa - 0 1,2kr4/ppbpnq2/1np5/8/1PbB1NQ1/r1PB1P2/P3P1PP/R2R2K1 w - -,34,"Ding, Liren",white,1280,f4h3,-336,f4g6,-315,21,29,32,61,7,4,86,2352
Ding_ Liren-Firouzja_ Alireza-Freestyle_Chess_G.O.A.T._Challenge-2024.02.13-round_3.3-0-1,Freestyle Chess G.O.A.T. Challenge,"Weissenhaus, Germany",2024.02.13,3.3,"Ding, Liren","Firouzja, Alireza",0-1,2762,2760,Chess960,rbnkqrbn/pppppppp/8/8/8/8/PPPPPPPP/RBNKQRBN w FAfa - 0 1,2kr4/ppbpnq2/1np5/8/1PbB2Q1/r1PB1P1N/P3P1PP/R2R2K1 b - -,35,"Firouzja, Alireza",black,883,c4d3,341,c4d3,341,0,29,32,61,7,4,181,3095
Ding_ Liren-Firouzja_ Alireza-Freestyle_Chess_G.O.A.T._Challenge-2024.02.13-round_3.3-0-1,Freestyle Chess G.O.A.T. Challenge,"Weissenhaus, Germany",2024.02.13,3.3,"Ding, Liren","Firouzja, Alireza",0-1,2762,2760,Chess960,rbnkqrbn/pppppppp/8/8/8/8/PPPPPPPP/RBNKQRBN w FAfa - 0 1,2kr4/ppbpnq2/1np5/8/1P1B2Q1/r1Pb1P1N/P3P1PP/R2R2K1 w - -,36,"Ding, Liren",white,0,e2d3,-431,d1d3,-328,103,26,32,58,7,4,92,2260
Ding_ Liren-Firouzja_ Alireza-Freestyle_Chess_G.O.A.T._Challenge-2024.02.13-round_3.3-0-1,Freestyle Chess G.O.A.T. Challenge,"Weissenhaus, Germany",2024.02.13,3.3,"Ding, Liren","Firouzja, Alireza",0-1,2762,2760,Chess960,rbnkqrbn/pppppppp/8/8/8/8/PPPPPPPP/RBNKQRBN w FAfa - 0 1,2kr4/ppbpnq2/1np5/8/1P1B2Q1/r1PP1P1N/P5PP/R2R2K1 b - -,37,"Firouzja, Alireza",black,416,d8g8,429,e7f5,433,4,26,29,55,7,4,186,2909
Ding_ Liren-Firouzja_ Alireza-Freestyle_Chess_G.O.A.T._Challenge-2024.02.13-round_3.3-0-1,Freestyle Chess G.O.A.T. Challenge,"Weissenhaus, Germany",2024.02.13,3.3,"Ding, Liren","Firouzja, Alireza",0-1,2762,2760,Chess960,rbnkqrbn/pppppppp/8/8/8/8/PPPPPPPP/RBNKQRBN w FAfa - 0 1,2k3r1/ppbpnq2/1np5/8/1P1B2Q1/r1PP1P1N/P5PP/R2R2K1 w - -,38,"Ding, Liren",white,0,h3g5,-428,h3g5,-428,0,26,29,55,7,4,12,2248
Ding_ Liren-Firouzja_ Alireza-Freestyle_Chess_G.O.A.T._Challenge-2024.02.13-round_3.3-0-1,Freestyle Chess G.O.A.T. Challenge,"Weissenhaus, Germany",2024.02.13,3.3,"Ding, Liren","Firouzja, Alireza",0-1,2762,2760,Chess960,rbnkqrbn/pppppppp/8/8/8/8/PPPPPPPP/RBNKQRBN w FAfa - 0 1,2k3r1/ppbpnq2/1np5/6N1/1P1B2Q1/r1PP1P2/P5PP/R2R2K1 b - -,39,"Firouzja, Alireza",black,589,f7g6,406,f7g6,406,0,26,29,55,7,4,18,2891
Ding_ Liren-Firouzja_ Alireza-Freestyle_Chess_G.O.A.T._Challenge-2024.02.13-round_3.3-0-1,Freestyle Chess G.O.A.T. Challenge,"Weissenhaus, Germany",2024.02.13,3.3,"Ding, Liren","Firouzja, Alireza",0-1,2762,2760,Chess960,rbnkqrbn/pppppppp/8/8/8/8/PPPPPPPP/RBNKQRBN w FAfa - 0 1,2k3r1/ppbpn3/1np3q1/6N1/1P1B2Q1/r1PP1P2/P5PP/R2R2K1 w - -,40,"Ding, Liren",white,583,h2h4,-431,g2g3,-429,2,26,29,55,7,4,12,2236
Ding_ Liren-Firouzja_ Alireza-Freestyle_Chess_G.O.A.T._Challenge-2024.02.13-round_3.3-0-1,Freestyle Chess G.O.A.T. Challenge,"Weissenhaus, Germany",2024.02.13,3.3,"Ding, Liren","Firouzja, Alireza",0-1,2762,2760,Chess960,rbnkqrbn/pppppppp/8/8/8/8/PPPPPPPP/RBNKQRBN w FAfa - 0 1,2k3r1/ppbpn3/1np3q1/6N1/1P1B2QP/r1PP1P2/P5P1/R2R2K1 b - -,41,"Firouzja, Alireza",black,201,e7f5,422,e7f5,422,0,26,29,55,7,4,17,2874
Ding_ Liren-Firouzja_ Alireza-Freestyle_Chess_G.O.A.T._Challenge-2024.02.13-round_3.3-0-1,Freestyle Chess G.O.A.T. Challenge,"Weissenhaus, Germany",2024.02.13,3.3,"Ding, Liren","Firouzja, Alireza",0-1,2762,2760,Chess960,rbnkqrbn/pppppppp/8/8/8/8/PPPPPPPP/RBNKQRBN w FAfa - 0 1,2k3r1/ppbp4/1np3q1/5nN1/1P1B2QP/r1PP1P2/P5P1/R2R2K1 w - -,42,"Ding, Liren",white,2554,c3c4,-478,d4f2,-442,36,26,29,55,7,4,163,2073
Ding_ Liren-Firouzja_ Alireza-Freestyle_Chess_G.O.A.T._Challenge-2024.02.13-round_3.3-0-1,Freestyle Chess G.O.A.T. Challenge,"Weissenhaus, Germany",2024.02.13,3.3,"Ding, Liren","Firouzja, Alireza",0-1,2762,2760,Chess960,rbnkqrbn/pppppppp/8/8/8/8/PPPPPPPP/RBNKQRBN w FAfa - 0 1,2k3r1/ppbp4/1np3q1/5nN1/1PPB2QP/r2P1P2/P5P1/R2R2K1 b - -,43,"Firouzja, Alireza",black,731,b6d5,492,b6d5,492,0,26,29,55,7,4,216,2658
Ding_ Liren-Firouzja_ Alireza-Freestyle_Chess_G.O.A.T._Challenge-2024.02.13-round_3.3-0-1,Freestyle Chess G.O.A.T. Challenge,"Weissenhaus, Germany",2024.02.13,3.3,"Ding, Liren","Firouzja, Alireza",0-1,2762,2760,Chess960,rbnkqrbn/pppppppp/8/8/8/8/PPPPPPPP/RBNKQRBN w FAfa - 0 1,2k3r1/ppbp4/2p3q1/3n1nN1/1PPB2QP/r2P1P2/P5P1/R2R2K1 w - -,44,"Ding, Liren",white,1907,c4d5,-487,c4d5,-487,0,26,29,55,7,4,161,1912
Ding_ Liren-Firouzja_ Alireza-Freestyle_Chess_G.O.A.T._Challenge-2024.02.13-round_3.3-0-1,Freestyle Chess G.O.A.T. Challenge,"Weissenhaus, Germany",2024.02.13,3.3,"Ding, Liren","Firouzja, Alireza",0-1,2762,2760,Chess960,rbnkqrbn/pppppppp/8/8/8/8/PPPPPPPP/RBNKQRBN w FAfa - 0 1,2k3r1/ppbp4/2p3q1/3P1nN1/1P1B2QP/r2P1P2/P5P1/R2R2K1 b - -,45,"Firouzja, Alireza",black,0,f5d4,471,f5d4,471,0,26,26,52,7,4,6,2652
Ding_ Liren-Firouzja_ Alireza-Freestyle_Chess_G.O.A.T._Challenge-2024.02.13-round_3.3-0-1,Freestyle Chess G.O.A.T. Challenge,"Weissenhaus, Germany",2024.02.13,3.3,"Ding, Liren","Firouzja, Alireza",0-1,2762,2760,Chess960,rbnkqrbn/pppppppp/8/8/8/8/PPPPPPPP/RBNKQRBN w FAfa - 0 1,2k3r1/ppbp4/2p3q1/3P2N1/1P1n2QP/r2P1P2/P5P1/R2R2K1 w - -,46,"Ding, Liren",white,35,d5c6,-515,b4b5,-498,17,23,26,49,7,4,65,1847
Ding_ Liren-Firouzja_ Alireza-Freestyle_Chess_G.O.A.T._Challenge-2024.02.13-round_3.3-0-1,Freestyle Chess G.O.A.T. Challenge,"Weissenhaus, Germany",2024.02.13,3.3,"Ding, Liren","Firouzja, Alireza",0-1,2762,2760,Chess960,rbnkqrbn/pppppppp/8/8/8/8/PPPPPPPP/RBNKQRBN w FAfa - 0 1,2k3r1/ppbp4/2P3q1/6N1/1P1n2QP/r2P1P2/P5P1/R2R2K1 b - -,47,"Firouzja, Alireza",black,266,b7c6,498,b7c6,498,0,23,26,49,7,3,7,2645
Ding_ Liren-Firouzja_ Alireza-Freestyle_Chess_G.O.A.T._Challenge-2024.02.13-round_3.3-0-1,Freestyle Chess G.O.A.T. Challenge,"Weissenhaus, Germany",2024.02.13,3.3,"Ding, Liren","Firouzja, Alireza",0-1,2762,2760,Chess960,rbnkqrbn/pppppppp/8/8/8/8/PPPPPPPP/RBNKQRBN w FAfa - 0 1,2k3r1/p1bp4/2p3q1/6N1/1P1n2QP/r2P1P2/P5P1/R2R2K1 w - -,48,"Ding, Liren",white,945,g4e4,-528,b4b5,-507,21,23,26,49,6,3,74,1773
Ding_ Liren-Firouzja_ Alireza-Freestyle_Chess_G.O.A.T._Challenge-2024.02.13-round_3.3-0-1,Freestyle Chess G.O.A.T. Challenge,"Weissenhaus, Germany",2024.02.13,3.3,"Ding, Liren","Firouzja, Alireza",0-1,2762,2760,Chess960,rbnkqrbn/pppppppp/8/8/8/8/PPPPPPPP/RBNKQRBN w FAfa - 0 1,2k3r1/p1bp4/2p3q1/6N1/1P1nQ2P/r2P1P2/P5P1/R2R2K1 b - -,49,"Firouzja, Alireza",black,780,g6d6,537,g6d6,537,0,23,26,49,6,3,70,2575
